TEST_NAME_ABBREVIATION	stringdist_group_id	position_in_group	group_size
pt-psmapet	85	138	184
pt-punktio	85	139	184
pt-radjodh	85	140	184
pt-rasukg	85	141	184
pt-rinoman	85	142	184
pt-rrkoti	85	143	184
pt-selvit	85	144	184
pt-skoorah	85	145	184
pt-som-pet	85	146	184
pt-sper-1	85	147	184
pt-sper-2	85	148	184
pt-sper-3	85	149	184
pt-sperma	85	150	184
pt-spird-x	85	151	184
pt-spirlau	85	152	184
pt-spiro-x	85	153	184
pt-spirob,	85	154	184
pt-spirob,tk	85	155	184
pt-spirom	85	156	184
pt-spiromd	85	157	184
pt-sppesu	85	158	184
pt-spr/thl	85	159	184
pt-st-temp	85	160	184
pt-syd-pet	85	161	184
pt-sydperg	85	162	184
pt-sydperq	85	163	184
pt-sydrasq	85	164	184
pt-sydrtuä	85	165	184
pt-sydänuä	85	166	184
pt-tahdist	85	167	184
pt-taksim1	85	168	184
pt-taksim3	85	169	184
pt-terta	85	170	184
pt-tk-ekg	85	171	184
pt-tko-ekg	85	172	184
pt-tthscr1	85	173	184
pt-ttlaite	85	174	184
pt-ttr+inr	85	175	184
pt-vai-tk	85	176	184
pt-valtim	85	177	184
pt-valvot	85	178	184
pt-vartig	85	179	184
pt-vartspq	85	180	184
pt-vitascr	85	181	184
pt-vitrif	85	182	184
puheaudio	85	183	184
äänesaudio	85	184	184
klr-spie	86	1	44
klr-tje	86	2	44
klr-tjj	86	3	44
klr-vap	86	4	44
p-gfr-kre	86	5	44
p-gfreepi	86	6	44
p-gfrtest	86	7	44
pt-apri	86	8	44
pt-ar-r	86	9	44
pt-bmi	86	10	44
pt-brdil	86	11	44
pt-ekg	86	12	44
pt-enmg	86	13	44
pt-gfr-arv	86	14	44
pt-gfr-las	86	15	44
pt-gfre	86	16	44
pt-gfre-3	86	17	44
pt-gfre-cg	86	18	44
pt-gfre-md	86	19	44
pt-gfreep	86	20	44
pt-gfreepi	86	21	44
pt-gfreepio1	86	22	44
pt-gfrekce	86	23	44
pt-gfrekys	86	24	44
pt-icsi	86	25	44
pt-klr-spi	86	26	44
pt-klr-tau	86	27	44
pt-klr-tje	86	28	44
pt-klr-tjm	86	29	44
pt-lis	86	30	44
pt-neni	86	31	44
pt-pef	86	32	44
pt-pol	86	33	44
pt-psg	86	34	44
pt-rr	86	35	44
pt-sep	86	36	44
pt-sik	86	37	44
pt-spr	86	38	44
pt-syke	86	39	44
pt-syn	86	40	44
pt-säil	86	41	44
pt-uvb	86	42	44
pt-vscr	86	43	44
pt-warm	86	44	44
b-gluk-o	87	1	100
b-gluk-pi	87	2	100
b-gluk-pt	87	3	100
b-gluk-vt	87	4	100
b-gluk/pi	87	5	100
b-gluk/pik	87	6	100
b-gluk/tt	87	7	100
b-glukhoi	87	8	100
cb-gluk-0	87	9	100
cb-gluk-v	87	10	100
cb-gluk-vt	87	11	100
cfp-glucos	87	12	100
cp-glucos	87	13	100
cp-gluk-hy	87	14	100
cp-gluk-lb	87	15	100
cp-gluk-o	87	16	100
cp-gluk-po	87	17	100
cp-glukpaa	87	18	100
cp-glukpot	87	19	100
fp-gluk,t	87	20	100
fp-gluk,tk	87	21	100
fp-gluk-0h	87	22	100
fp-gluk-1	87	23	100
fp-gluk-2	87	24	100
fp-gluk-2h	87	25	100
fp-gluk-o	87	26	100
fp-gluk-p	87	27	100
fp-gluk-sn	87	28	100
fp-gluk/0	87	29	100
fp-gluk/pi	87	30	100
fp-gluk0	87	31	100
fp-glukos	87	32	100
fp-glukr0	87	33	100
fp-glukr0h	87	34	100
p-glkg	87	35	100
p-glu/0	87	36	100
p-glu/1h	87	37	100
p-glu/2h	87	38	100
p-glu/30m	87	39	100
p-gluk,tk	87	40	100
p-gluk-0	87	41	100
p-gluk-0h	87	42	100
p-gluk-1h	87	43	100
p-gluk-1t	87	44	100
p-gluk-2h	87	45	100
p-gluk-2t	87	46	100
p-gluk-a2	87	47	100
p-gluk-o	87	48	100
p-gluk-po	87	49	100
p-gluk-sn	87	50	100
p-gluk-vt	87	51	100
p-gluk.	87	52	100
p-gluk/120	87	53	100
p-gluk/2h	87	54	100
p-gluk0	87	55	100
p-gluk120	87	56	100
p-gluk1h	87	57	100
p-gluk2h	87	58	100
p-gluk60	87	59	100
p-gluk:	87	60	100
p-glukhoi	87	61	100
p-glukp	87	62	100
p-glukpik	87	63	100
p-glukpoc	87	64	100
p-glukr0h	87	65	100
p-glukr1h	87	66	100
p-glukr2h	87	67	100
pt-gluk,0	87	68	100
pt-gluk-0	87	69	100
pt-gluk-0h	87	70	100
pt-gluk-1h	87	71	100
pt-gluk-2h	87	72	100
pt-gluk-30	87	73	100
pt-gluk-r	87	74	100
pt-gluk-r1	87	75	100
pt-gluk-r2	87	76	100
pt-gluk-r2,tk	87	77	100
pt-gluk-r4	87	78	100
pt-gluk-r5	87	79	100
pt-gluk-r6	87	80	100
pt-gluk-r8	87	81	100
pt-gluk-rg	87	82	100
pt-gluk-sd	87	83	100
pt-glukoos	87	84	100
pt-glukr-0	87	85	100
pt-glukr1p	87	86	100
pt-glukr1v	87	87	100
pt-glukr2h	87	88	100
pt-glur3-g	87	89	100
pt-glur3-i	87	90	100
u-gluk-0	87	91	100
u-gluk-de	87	92	100
u-gluk-hy	87	93	100
u-gluk-o	87	94	100
u-gluk-o.	87	95	100
u-gluk-ov	87	96	100
u-gluk-pi	87	97	100
vp-gluk-0h	87	98	100
vp-gluk-1h	87	99	100
vp-gluk-2h	87	100	100
pt-eeg-1	88	1	47
pt-eeg-2	88	2	47
pt-eeg-3	88	3	47
pt-eeg-tav	88	4	47
pt-eeg-ud	88	5	47
pt-eeg-ud2	88	6	47
pt-eeg-ud3	88	7	47
pt-eegilta	88	8	47
pt-ekg+ryt	88	9	47
pt-ekg,tk	88	10	47
pt-ekg-12	88	11	47
pt-ekg-15	88	12	47
pt-ekg-24a	88	13	47
pt-ekg-24h	88	14	47
pt-ekg-48l	88	15	47
pt-ekg-6tk	88	16	47
pt-ekg-atk	88	17	47
pt-ekg-fal	88	18	47
pt-ekg-fas	88	19	47
pt-ekg-mon	88	20	47
pt-ekg-muu	88	21	47
pt-ekg-oma	88	22	47
pt-ekg-os	88	23	47
pt-ekg-pa	88	24	47
pt-ekg-pa1	88	25	47
pt-ekg-pika	88	26	47
pt-ekg-ras	88	27	47
pt-ekg-te	88	28	47
pt-ekg-tk	88	29	47
pt-ekg/päi	88	30	47
pt-ekg/päiv	88	31	47
pt-ekg12os	88	32	47
pt-ekg15	88	33	47
pt-ekghoi	88	34	47
pt-ekgkipu	88	35	47
pt-ekgkons	88	36	47
pt-ekgoma	88	37	47
pt-eneg-0	88	38	47
pt-eneg-1	88	39	47
pt-eneg-2	88	40	47
pt-enmg-1	88	41	47
pt-enmg-2	88	42	47
pt-enmg-3	88	43	47
pt-enmg-et	88	44	47
pt-enmg-my	88	45	47
pt-enmgbo1	88	46	47
pt-enmgbo2	88	47	47
-glutamyylitransferaasi-desialotransferriini-indeksi	89	1	6
:glutamyylitransferaasi-desialotransferriini-indeksi	89	2	6
glutamyylitransferaasi-desialotransferriini,seerumista	89	3	6
glutamyylitransferaasi-desialotransferriini-indeks	89	4	6
glutamyylitransferaasi-desialotransferriini-indeksi	89	5	6
s-glutamyylitransferaasi-desialotransferriini	89	6	6
-histologinensolublokkisytologisestanäytteestä	90	1	40
-humanpapillomavirusgenotyyppi16	90	2	40
-humanpapillomavirusgenotyyppi18	90	3	40
-humanpapillomavirusgenotyyppimuupatogeeninenhpv	90	4	40
-lisämaksukiireellisenäpyydetyllenäytteelle	90	5	40
-lisätutkimuspyyntöaiemmintutkitullenäytteelle	90	6	40
-lisävastaus2laskutuskuitatullenäytteelle	90	7	40
-lisävastauslaskutuskuitatullenäytteelle	90	8	40
b-hematologisenpotilaanperuskaryotyypinmääritys	90	9	40
bm-pahanlaatuisenveritaudinimmunofenotyypitys	90	10	40
bm-pahanlaatuisenveritaudinimmunofenotyyppinenjäännöstautianalyysi	90	11	40
e-retikulosyyttienkeskimääräinenhemoglobiininmäärä	90	12	40
emäsylimäärä,laskimoverestä,pikatesti␤	90	13	40
epstein-barrvirus(ebv),nhkvantitatiivinen,plasmasta	90	14	40
happamusaste,kapillaariverestä,pikatesti␤	90	15	40
happamuusaste,laskimoverestä,pikatesti␤	90	16	40
happiosapaine,kapillaariverestä,pikatesti␤	90	17	40
happoemästasejahappi,laskimoverestä,pikatesti␤	90	18	40
hepatiittic-virus,nh,jatkotutkimus,plasmasta	90	19	40
hiilidioksidiosapaine,laskimoverestä,pikatesti␤	90	20	40
humanimmunodeficiencyvirus,antigeenijavasta-	90	21	40
humanimmunodeficiencyvirus,antigeenijavasta-aineet,yhd	90	22	40
huume-jalääkeainetutkimus,laaja,varmistus	90	23	40
huumeseulonta,kvalitatiivinen,virtsasta␤	90	24	40
laajahuumeseulonta,varmistustasoinen,virtsasta	90	25	40
lisävastauslaskutuskuitatullenäytteelle	90	26	40
pienikudoskoepala,enintään1-3samankokonaisuudennäytettä	90	27	40
pika:m10inabnhp,rsvnhp,cv19nhp,yhdistelmävierit.	90	28	40
retikulosyyttienkeskimääräinenhemoglobiininmäärä	90	29	40
s-humanimmunodeficiencyvirus,antigeenijavast	90	30	40
sikiöperäisendna:ntutkimusäidinverinäytteestä	90	31	40
ts-histologinentutkimus,1-3kudosnäytettä	90	32	40
ts-histologinentutkimus,1-3näytettä	90	33	40
työpaikanhuumeseulontajavarmistus,4yhdistettä	90	34	40
työpaikanhuumeseulontajavarmistus,7yhdistettä	90	35	40
u-huume-jalääkeainetutkimus,laaja,varmistus	90	36	40
u-huume-jalääkeainetutkimus,semikvantitatiivinen,virtsa␤sta	90	37	40
u-huumeseulonta,laaja(kvalitatiivinenlc-tof-ms)	90	38	40
u-laajahuume-jalääkeainetutkimus,semikvantitatiivinen	90	39	40
vieritestilaite(epoc)verikaasuanalyysilaskimonäytteestä	90	40	40
-immunoglobuliinig	91	1	113
-nitrofurantoiini	91	2	113
-norfloksasiini	91	3	113
-sulfa-trimetopriimi	91	4	113
-trimethopriimi	91	5	113
ab-hemoglobiini	91	6	113
ab-methemoglobiini	91	7	113
albumiini	91	8	113
alfa-1-mikroglobuliini,	91	9	113
b-hemoglobiini	91	10	113
b-hemoglobiini-a1c	91	11	113
b-hemoglopiini	91	12	113
b-tioguaniini	91	13	113
bilirubiini	91	14	113
cb-hemoglobiini	91	15	113
du-proteiini	91	16	113
du-proteiini␤	91	17	113
erytropoietiini	91	18	113
f-gryptosporidium	91	19	113
ferritiini	91	20	113
fp-kreatiniini	91	21	113
fp-transferriini	91	22	113
fp-triglyseridit	91	23	113
fs-kreatiniini	91	24	113
fs-kromograniinia	91	25	113
fs-transferriini	91	26	113
fs-triglyseridit	91	27	113
hemoglobiini	91	28	113
hemoglobiini-a1c	91	29	113
hoitajienhemoglobiini-a1c	91	30	113
immunoglobuliinia	91	31	113
klotsapiini	91	32	113
kreatiniini	91	33	113
kromograniinia	91	34	113
metanefriini	91	35	113
methemoglobiini,veri	91	36	113
mikroskooppidiffi	91	37	113
oma-troponiini	91	38	113
omap-troponiinit	91	39	113
p-albumiini	91	40	113
p-antitrombiiniiii	91	41	113
p-bilirubiini	91	42	113
p-ferritiini	91	43	113
p-haptoglobiini	91	44	113
p-immunoglobuliinia	91	45	113
p-immunoglobuliinig	91	46	113
p-immunoglobuliinim	91	47	113
p-kreatiniini	91	48	113
p-kreatiniini-vt	91	49	113
p-kystatiinic	91	50	113
p-myoglobiini	91	51	113
p-prealbumiini	91	52	113
p-prokalsitoniini	91	53	113
p-prolaktiini	91	54	113
p-proteiinic	91	55	113
p-triglyseridit	91	56	113
p-trombiiniaika	91	57	113
p-troponiinii	91	58	113
p-troponiinit	91	59	113
p-tyreotropiini	91	60	113
p-tyreotropiini(ko)	91	61	113
p-tyreotropiini(pi)	91	62	113
pika-kreatiniini	91	63	113
poliklinikkatroponiinit	91	64	113
prolaktiini	91	65	113
proteiini	91	66	113
s-adioni	91	67	113
s-alaniini	91	68	113
s-albumiini	91	69	113
s-antistreptolysiini	91	70	113
s-desialotransferriini	91	71	113
s-digoksiini	91	72	113
s-erytropoietiini	91	73	113
s-fenyylialaniini	91	74	113
s-ferritiini	91	75	113
s-ferritiini(pi)	91	76	113
s-glysiini	91	77	113
s-haptoglobiini	91	78	113
s-he4proteiini	91	79	113
s-histidiini	91	80	113
s-immunoglobuliinia	91	81	113
s-immunoglobuliinie	91	82	113
s-isoleusiini	91	83	113
s-klotsapiini	91	84	113
s-kreatiniini	91	85	113
s-lamotrigiini	91	86	113
s-leusiini	91	87	113
s-metanefriini	91	88	113
s-metnefriini	91	89	113
s-norklotsapiini	91	90	113
s-normetanefriini	91	91	113
s-prealbumiini	91	92	113
s-prolaktiini	91	93	113
s-proteiini	91	94	113
s-triglyseridit	91	95	113
s-tyreoglobuliini	91	96	113
s-tyreotropiini	91	97	113
s-tyrosiini	91	98	113
s-valiini	91	99	113
s-vankomysiini	91	100	113
transferriini	91	101	113
triglyseridit	91	102	113
troponiini	91	103	113
troponiinit	91	104	113
tyreoglobuliini	91	105	113
tyreotropiini	91	106	113
tyreotropiini(tsh)	91	107	113
u-albumiini	91	108	113
u-kreatiniini	91	109	113
u-proteiini	91	110	113
ulosteenhemoglobiini	91	111	113
vb-hemoglobiini	91	112	113
vb-methemoglobiini	91	113	113
-influenssaa,bjarsv-virus,nukleiinihappo	92	1	37
-influenssaa-rna-osoitus	92	2	37
-influenssaa-virus(a/h-2009),variantti,nho(kval)	92	3	37
-influenssaa-virus(a/h3),variantti,nho(kval)	92	4	37
-influenssaa-virus,nukeliinihapon(kval)	92	5	37
-influenssaa-virus,nukl.happo(kval)	92	6	37
-influenssaa-virus,nukleiinihappo(kval)	92	7	37
-influenssaah1nho(kval)	92	8	37
-influenssaavirus,nukleiinihappo(kval)	92	9	37
-influenssab-virus,nukeliinihapon(kval)	92	10	37
-influenssab-virus,nukleiinihappo(kval)	92	11	37
-influenssabvirus,nukleiinihappo(kval)	92	12	37
-parainfluenssa1-virus,nukleiinihappo	92	13	37
-parainfluenssa1virus,nukleiinihappo(kval)	92	14	37
-parainfluenssa2virus,nukleiinihappo(kval)	92	15	37
-parainfluenssa3virus,nukleiinihappo(kval)	92	16	37
-parainfluenssa4virus,nukleiinihappo(kval)	92	17	37
-parainfluenssavirus4,nukleiinihappo(kval)	92	18	37
-parinfluenssa2-virus,nukleiinihappo	92	19	37
-parinfluenssa3-virus,nukleiinihappo	92	20	37
influenssaa,b,rsv,sars-cov-2,	92	21	37
influenssaa-virus,nukleiinih	92	22	37
influenssaa-virus,nukleiinihappo(kval)	92	23	37
influenssaajab,cv19jarsvantigeeni(kval)	92	24	37
influenssaavirus,nukleiinih	92	25	37
influenssaavirus,nukleiinihappo	92	26	37
influenssaavirus,nukleiinihappo(kval)	92	27	37
influenssab-virus,nukleiinih	92	28	37
influenssab-virus,nukleiinihappo(kval)	92	29	37
influenssabvirus,nukeliinihappo(kval)	92	30	37
influenssabvirus,nukleiinih	92	31	37
influenssabvirus,nukleiinihappo	92	32	37
li-varicella-zostervirus,nukleiinihappo(kval)	92	33	37
parainfluenssavirus,nukleiini	92	34	37
parainfluenssavirus,nukleiinihappo(kval)	92	35	37
sars-cov-2,influenssaa,bjarsv,nukleiinihappo(kval)	92	36	37
sars-cov-2influenssaa,bjarsvnukleiinihappo(kval)	92	37	37
-influenssaa,b,rs-virusjacovid-19-koronavirustauti,nukl.ihaponoso.	93	1	11
-influenssaa,b,rs-virusjacovid-19-koronavirustauti,nukleiinihaponosoitus	93	2	11
-influenssaa,b,rs-virusjacv19,nukleiinihappo(kval)	93	3	11
-influenssaa,b,rsvjacovid-19nukleiinihappo(kval)	93	4	11
-influenssaa/b,rsvjacovid-19-koronav,poc-nukl	93	5	11
-influenssaa/b,rsvjacovid-19-koronavirus,poc-nukl	93	6	11
-influenssaa/b,rsvjacovid-19-koronavirus,poc-nukleiinihaponosoitus(kval)	93	7	11
influenssaa,b,rsv,sars-cov-2,(kval),hoitoyks.vieritesti	93	8	11
influenssaa,b,rsv,sars-cov-2,(kval)hoitoyks.vieritesti	93	9	11
influenssaa,b,rsvjacovid-19nukleiinihappo(kval)	93	10	11
influenssaajabjarsvjacovid-19nukleiinihappo(kval)	93	11	11
-kudosnäytteenhistologinentutkimus,makropreparaatti	94	1	12
br-rinnanhistologinentutkimus,laajaleikkauspreparaatti	94	2	12
gi-alueennäytteenhistologinentutkimus,laajaleikkauspreparaatti	94	3	12
kudosnäyte-suppealeikkauspreparaatti	94	4	12
kudosnäytteenhist.tutk.,suppealeikkauspreparaatti	94	5	12
kudosnäytteenhistologinentutkimus,laajaleikkauspreparaatti	94	6	12
kudosnäytteenhistologinentutkimus,suppealeikkauspreparaatti	94	7	12
rinnanhistologinentutkimus,laajaleikkauspreparaatti	94	8	12
ts-kudoksenhistologinentutkimus,laajaleikkauspreparaatti	94	9	12
ts-kudoksenhistologinentutkimus,suppealeikkauspreparaatti	94	10	12
ts-kudosnäytteenhist.tutk.,suppealeikkauspreparaatti␤	94	11	12
ts-kudosnäytteenhist.tutkimus,laajaleikkauspreparaatti␤	94	12	12
-metisilliiniresistentinstaphylococcusaureus(mrsa),viljely	95	1	12
-metisilliiniresistenttistaph.aureus,viljelynenästä	95	2	12
-metisilliiniresistenttistaph.aureus,viljelynielusta	95	3	12
-metisilliiniresistenttistaph.aureus,viljelyperineumista	95	4	12
metisilliiniresistentinstaphylococcusaureus(mrs	95	5	12
metisilliiniresistenttistaph.aureus,viljelyne	95	6	12
metisilliiniresistenttistaph.aureus,viljelynenästä	95	7	12
metisilliiniresistenttistaph.aureus,viljelyni	95	8	12
metisilliiniresistenttistaph.aureus,viljelynielusta	95	9	12
metisilliiniresistenttistaph.aureus,viljelype	95	10	12
metisilliiniresistenttistaph.aureus,viljelyperineumista	95	11	12
metisilliiniresistenttistaphylococcusaureus(mrsa),seulontaviljely␤	95	12	12
!pak.maitoigavasta-aineet	96	1	144
!pak.maitoiggvasta-aineet	96	2	144
-mikrobi-x,vasta-aineet	96	3	144
allergeeni,igevasta-aineet	96	4	144
beeta-2-glykoproteiini,iggvasta-aineet,plasma	96	5	144
beeta-2-glykoproteiini,igmvasta-aineet,plasma	96	6	144
borrelia,vasta-aineet	96	7	144
cladosporiumherbarum(m2),ige-vasta-aineet	96	8	144
dna,natiivi,vasta-aineet	96	9	144
fosfolipidi,vasta-aineet,plasma	96	10	144
glutamaattidekarboksylaasi,vasta-aineet	96	11	144
hepatiitticvirus,vasta-aineet	96	12	144
histidyyli-trna-syntetaasi,vasta-aineet,seerumista␤	96	13	144
infliksimabi,vasta-aineet	96	14	144
kardiolipiini,iggvasta-aineet,plasma	96	15	144
kardiolipiini,igmvasta-aineet,plasma	96	16	144
keliakiavasta-aineet	96	17	144
myeloperoksidaasi,vasta-aine	96	18	144
p-beeta-2-glykoproteiini,iggvasta-aine	96	19	144
p-kardiolipiini,iggvasta-aineet	96	20	144
p-punasoluvasta-aineet	96	21	144
p-tyreoideaperoksidaasi,vasta-aineet	96	22	144
proteinaasi3,vasta-aineet	96	23	144
s-allige,cladosporiumherbarum,home/mögel	96	24	144
s-bordetellapertussis,igavasta-aineet	96	25	144
s-bordetellapertussis,iggvasta-aineet	96	26	144
s-bordetellapertussis,vasta-aineet	96	27	144
s-borrelia,iggvasta-aineet	96	28	144
s-borrelia,igmvasta-aineet	96	29	144
s-borrelia,vasta-aineet	96	30	144
s-borrelia,vasta-aineet,lausunto	96	31	144
s-borreliaigg,vasta-aineet	96	32	144
s-borreliaigm,vasta-aineet	96	33	144
s-chlamydiapneumoniae,iggvasta-aineet	96	34	144
s-chlamydiapneumoniae,igmvasta-aineet	96	35	144
s-cladosporiumherbarum(m2),ige-vasta-aineet	96	36	144
s-cladosporiumherbarum,igevasta-aineet	96	37	144
s-cytomegalovirus,iggvasta-aineet	96	38	144
s-cytomegalovirus,igmvasta-aineet	96	39	144
s-cytomegalovirus,vasta-aineet	96	40	144
s-dermatophagoidespteronyssinus,igevasta-aineet	96	41	144
s-dna,natiivi,vasta-aineet	96	42	144
s-endomysium,igavasta-aineet	96	43	144
s-endomysium,iggvasta-aineet	96	44	144
s-epstein-barrinvirus,vasta-aineet	96	45	144
s-epstein-barrvirus,iggvasta-aineet	96	46	144
s-epstein-barrvirus,igmvasta-aineet	96	47	144
s-epstein-barrvirus,vasta-aineet	96	48	144
s-fosfolipaasi-a2-reseptori,vasta-aineet	96	49	144
s-francisellatularensis,vasta-aineet	96	50	144
s-gliadiinipeptidit,deamidoidut,iga-vasta-aineet	96	51	144
s-gliadiinipeptidit,deamidoidut,igg-vasta-aineet	96	52	144
s-glomerulustyvikalvo,vasta-aineet	96	53	144
s-glutamaattidekarboksylaasi(gad),vasta-aineet	96	54	144
s-helicobakt.vasta-ainee	96	55	144
s-hepatiittia-virus,igmvasta-aineet	96	56	144
s-hepatiittia-virus,vasta-aineet	96	57	144
s-hepatiittiavirus,kokonaisvasta-aineet	96	58	144
s-hepatiittic-virus,iggvasta-aineet	96	59	144
s-hepatiittic-virus,vasta-aineet	96	60	144
s-hepatiittie-virus,igg-vasta-aineet	96	61	144
s-hepatiittie-virus,igm-vasta-aineet	96	62	144
s-hepatitisavirus,igmvasta-aineet	96	63	144
s-hepatitisavirus,vasta-aineet	96	64	144
s-hepatitisc-virus,vasta-aineet	96	65	144
s-hepatitiscvirus,vasta-aineet	96	66	144
s-hevonen,igevasta-aineet	96	67	144
s-hevosenhilse(e3),igevasta-aineet	96	68	144
s-hevosenhilse,igevasta-aineet	96	69	144
s-histidyyli-trna-syntetaasi,vasta-aineet	96	70	144
s-infliksimabi,vasta-aineet	96	71	144
s-kissa,igevasta-aineet	96	72	144
s-kissanhilse(e1),ige-vasta-aineet	96	73	144
s-kissanhilse,igevasta-aineet	96	74	144
s-koiranhilse(e5),ige-vasta-aineet	96	75	144
s-koiranhilse,igevasta-aineet	96	76	144
s-koivu,igevasta-aineet	96	77	144
s-koivunsiitepöly(t3),igevasta-aineet	96	78	144
s-koivunsiitepöly,igevasta-aineet	96	79	144
s-kudos,vasta-aineet	96	80	144
s-kudosvasta-aineet	96	81	144
s-maapähkinä,igevasta-aineet	96	82	144
s-maksa-jamunuaismikrosomi,vasta-aineet	96	83	144
s-mitokondria,vasta-aineet	96	84	144
s-mononukleoosi,vasta-aineet(kval)	96	85	144
s-mycoplasmapneumoniae,iggvasta-aineet	96	86	144
s-mycoplasmapneumoniae,igmvasta-aineet	96	87	144
s-mycoplasmapneumoniae,vasta-aineet	96	88	144
s-mycoplasmapneumoniae,vasta-aineet,lausunto	96	89	144
s-myeloperoksidaasi,iggvasta-aineet	96	90	144
s-myeloperoksidaasi,vasta-aineet	96	91	144
s-mykoplasmapneumoniae,iggvasta-aineet	96	92	144
s-myosiittitutkimus,vasta-aineet	96	93	144
s-parvovirus,iggvasta-aineet	96	94	144
s-parvovirus,igmvasta-aineet	96	95	144
s-parvovirus,vasta-aineet	96	96	144
s-proteinaasi3,vasta-aineet	96	97	144
s-pujonsiitepöly(w6),igevasta-aineet	96	98	144
s-pujonsiitepöly,igevasta-aineet	96	99	144
s-puumalavirus,iggvasta-aineet	96	100	144
s-puumalavirus,igmpikatesti	96	101	144
s-puumalavirus,igmvasta-aineet	96	102	144
s-puumalavirus,vasta-aineet	96	103	144
s-pölyerittely(phadiatop),igevasta-aineet	96	104	144
s-pölyerittely,ige-vasta-aineet	96	105	144
s-pölyerittely,igevasta-aineet	96	106	144
s-ribonukeliiniproteiini70,vasta-aineet	96	107	144
s-ribonukleoproteiini,vasta-aineet	96	108	144
s-ribosomip-proteiini,vasta-aineet,immunoblott	96	109	144
s-ruoka-aine-erittely(fx5),igevasta-aineet	96	110	144
s-sentromeeri(cenp-b),vasta-aineet	96	111	144
s-sentromeeri,vasta-aineet	96	112	144
s-sentromeerip,vasta-aineet	96	113	144
s-sileälihas,vasta-aineet	96	114	144
s-sitrulliinipeptidi,vasta-aineet	96	115	144
s-sitrulliinipeptidi,vasta-aineet␤	96	116	144
s-skleroderma,vasta-aineet	96	117	144
s-skleroderma70,vasta-aineet	96	118	144
s-sm(smith),vasta-aineet	96	119	144
s-syklinensitrullinoitupeptidi,vasta-aineet	96	120	144
s-timoteinsiitepöly(g6),igevasta-aineet	96	121	144
s-timoteinsiitepöly,igevasta-aineet	96	122	144
s-treponeemapallidum,vasta-aineet	96	123	144
s-treponemapallidum,vasta-aineet	96	124	144
s-treponemapallidum,vasta-aineetosatutkimus	96	125	144
s-tsh-reseptori,vasta-aineet	96	126	144
s-tsh-reseptori,vasta-aineet␤	96	127	144
s-tuma,vasta-aineet	96	128	144
s-tyreoglobuliini,vasta-aineet	96	129	144
s-tyreoideaperoksidaasi,vasta-aineet	96	130	144
s-varicella-zostervirus,iggvasta-aineet	96	131	144
s-varizella-zostervirus,vasta-aineet,lausunto	96	132	144
s-vesirokkovirus,vasta-aineet	96	133	144
sitruliinipeptidi,vasta-aineet	96	134	144
sitrulliinipeptidi,vasta-aineet	96	135	144
sitrulliinipeptidi,vasta-aineet,seerumista␤	96	136	144
treponemapallidum,vasta-aineet	96	137	144
treponemapallidum,vasta-aineet,seerumista␤	96	138	144
tsh-reseptori,vasta-aineet	96	139	144
tyreoideaperoksidaasi,vasta-aineet	96	140	144
tyreoideaperoksidaasi,vasta-aineet,plasma	96	141	144
tyroideaperoksidaasi,vasta-aineet	96	142	144
valkosolu,vasta-aineet,	96	143	144
veriryhmävasta-aineet	96	144	144
-moniresistentitgram-negatiivisetsauvat,viljely	97	1	9
-moniresistentitgramnegatiivisetsauvat,viljely	97	2	9
-resistentitgramnegatiivisetsauvat,viljely	97	3	9
-staphylococcusaureus,metilliiniresist.viljely	97	4	9
-staphylococcusaureus,metisilliiniresistentti,v	97	5	9
moniresistentitgramnegatiivisetsauvat,viljely	97	6	9
resistentitgramnegatiivisetsauvat,viljely	97	7	9
staphylococcusaureus,metisilliiniresistenssiviljely␤	97	8	9
staphylococcusaureus,metisilliiniresistentti(mrsa),viljely	97	9	9
-mycobacterium,viljelyjavärjäys	98	1	16
-mycobacteriumtuberculosis,nukleiinihaponosoitus	98	2	16
-mycobacteriumtuberculosis,nukleiinihappo(kval)	98	3	16
-mycobacteriumtuberculosis,pikavärjäys	98	4	16
-mycobacteriumtuberculosis,viljely	98	5	16
-mycobacteriumtuberculosis,värjäys	98	6	16
-mycobacteriumtuberculossis,värjäys	98	7	16
ex-mycobacteriumtuberculosis,viljelyjavärjäys	98	8	16
mycobacterium,viljelyjavärjäys	98	9	16
mycobacterium,viljelyjavärjäys,yskös	98	10	16
mycobacterium,värjäysjaviljely,punktionäytteetjakudospalat	98	11	16
mycobacteriumtuberculosis,nuklh.os.(kval)	98	12	16
mycobacteriumtuberculosis,värjäys	98	13	16
mycobacteriumtuberculosis-herkistyn.solut,tb1antigeeni	98	14	16
mycobacteriumtuberculosis-herkistyn.solut,tb2antigeeni	98	15	16
mycobakteriumtuberculosis-her	98	16	16
-papilloomavirus(hpv),nukleiinihappo(kval)	99	1	10
-papilloomavirus(hpv),nukleiinihappo(kval),suu	99	2	10
-papilloomavirus(hpv),suurenriskin,dna-osoitus	99	3	10
-papilloomavirus,muukorkeanriskintyyppi	99	4	10
-papilloomavirus,muusuurenriskintyyppi,nuklei	99	5	10
-papilloomavirus,tyyppi16,nukleiinihappo(kval)	99	6	10
-papilloomavirus,tyyppi18,nukleiinihappo(kval)	99	7	10
-polyomavirus(jcv,bkv),nukleiinihaponos.(pcr)kvant.	99	8	10
papilloomavirus(hpv),nukleiinihappo(kval)	99	9	10
papilloomavirus(hpv),suurenriskin,mrna-osoitus␤	99	10	10
